node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'us-west1-b', 0, 0, 'FKA.pem', -1, 0,
1, 'us-west1-b', 0, 0, 'FKA.pem', -1, 1,
2, 'us-west1-b', 0, 0, 'FKA.pem', -1, 2,
3, 'us-west1-b', 0, 0, 'FKA.pem', -1, 3,
4, 'us-west1-b', 0, 0, 'FKA.pem', -1, 4,
5, 'us-west1-b', 0, 0, 'FKA.pem', -1, 5,
6, 'us-west1-b', 0, 0, 'FKA.pem', -1, 6,
7, 'us-west1-b', 0, 0, 'FKA.pem', -1, 7,
8, 'us-west1-b', 0, 0, 'FKA.pem', -1, 8,
9, 'us-west1-b', 0, 0, 'FKA.pem', -1, 9,
10, 'us-west1-b', 0, 0, 'FKA.pem', -1, 10,
11, 'us-west1-b', 0, 0, 'FKA.pem', -1, 11,
12, 'us-west1-b', 0, 0, 'FKA.pem', -1, 12,
13, 'us-west1-b', 0, 0, 'FKA.pem', -1, 13,
14, 'us-west1-b', 0, 0, 'FKA.pem', -1, 14,
15, 'us-west1-b', 0, 0, 'FKA.pem', -1, 15,
16, 'us-west1-b', 0, 0, 'FKA.pem', -1, 16,
17, 'us-west1-b', 0, 0, 'FKA.pem', -1, 17,
18, 'us-west1-b', 0, 0, 'FKA.pem', -1, 18,
19, 'us-west1-b', 0, 0, 'FKA.pem', -1, 19,
20, 'us-west1-b', 0, 0, 'FKA.pem', -1, 20,
21, 'us-west1-b', 0, 0, 'FKA.pem', -1, 21,
22, 'us-west1-b', 0, 0, 'FKA.pem', -1, 22,
23, 'us-west1-b', 0, 0, 'FKA.pem', -1, 23,
24, 'us-west1-b', 1, -1, 'FKA.pem', 0, -1,
25, 'us-west1-b', 1, -1, 'FKA.pem', 1, -1,
26, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 24,
27, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 25,
28, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 26,
29, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 27,
30, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 28,
31, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 29,
32, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 30,
33, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 31,
34, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 32,
35, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 33,
36, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 34,
37, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 35,
38, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 36,
39, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 37,
40, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 38,
41, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 39,
42, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 40,
43, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 41,
44, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 42,
45, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 43,
46, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 44,
47, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 45,
48, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 46,
49, 'asia-south1-c', 0, 0, 'FKA.pem', -1, 47,
50, 'asia-south1-c', 1, -1, 'FKA.pem', 2, -1,
51, 'asia-south1-c', 1, -1, 'FKA.pem', 3, -1,
